Apodo,Nombre,Fecha,Ciudad,Provincia,País,PJ,PT,PC,PS,PX,PG,PE,PP,Min,G,GP,GPP,GE,TA,TR,EI,EF,Altura,Peso
Iriondo,Rafael Iriondo Aurtenetxea,24/10/1918,Gernika-Lumo,Bizkaia,España,2,2,2,0,0,0,0,2,180,1,0,0,0,0,0,27,28,171.0,67.0
Bango,Ricardo González Bango,18/09/1968,Gijón,Asturias,España,2,1,1,1,0,1,0,1,134,0,0,0,0,1,0,21,23,183.0,79.0
Juan Alonso,Juan Adelarpe Alonso,13/12/1927,Hondarribia,Gipuzkoa,España,2,2,2,0,0,1,1,0,180,0,0,0,3,0,0,30,31,172.0,75.0
Osorio,Manuel Fernández Osorio,31/07/1946,Jerez de la Frontera,Cádiz,España,2,2,2,0,0,2,0,0,180,0,0,0,0,0,0,21,21,172.0,67.0
Ziganda,José Ángel Ziganda Lakunza,01/10/1966,Larrainzar,Navarra,España,2,0,0,2,0,1,0,1,15,0,0,0,0,0,0,24,27,182.0,77.0
Guedes,Juan Guedes Rodríguez,02/10/1942,Las Palmas de Gran Canaria,Las Palmas,España,2,2,2,0,0,1,1,0,180,0,0,0,0,0,0,25,26,184.0,78.0
Betancort,Antonio Rodrigo Betancort Barrera,13/03/1937,Las Palmas de Gran Canaria,Las Palmas,España,2,2,2,0,0,2,0,0,180,0,0,0,1,0,0,28,28,183.0,84.0
Lasa,Mikel Lasa Goikoetxea,09/09/1971,Legorreta,Gipuzkoa,España,2,2,1,0,1,2,0,0,156,0,0,0,0,0,0,21,21,174.0,69.0
Juncosa,José Juncosa Bellmunt,02/02/1922,Les Borges Blanques,Lleida,España,2,2,1,0,1,1,0,1,121,0,0,0,0,0,0,26,28,170.0,65.0
José Ignacio,José Ignacio Sáenz Marín,28/09/1973,Logroño,La Rioja,España,2,0,0,2,0,2,0,0,77,0,0,0,0,0,0,27,28,174.0,72.0
Óscar Rodríguez,Óscar Rodríguez Arnaiz,28/06/1998,Los Navalmorales,Toledo,España,2,0,0,2,0,1,1,0,35,0,0,0,0,0,0,22,22,174.0,68.0
Domínguez,Álvaro Domínguez Soto,16/05/1989,Madrid,Madrid,España,2,0,0,2,0,2,0,0,78,0,0,0,0,1,0,23,23,189.0,83.0
De Tomás,Raúl de Tomás Gómez,17/10/1994,Madrid,Madrid,España,2,2,0,0,2,2,0,0,116,0,0,0,0,0,0,27,27,178.0,72.0
Fernando,Fernando Sánchez Cipitria,12/09/1971,Madrid,Madrid,España,2,1,0,1,1,1,0,1,71,0,0,0,0,0,0,26,26,185.0,83.0
Pedraza,Juan Carlos Pedraza Gómez,01/09/1959,Madrid,Madrid,España,2,2,0,0,2,1,1,0,160,1,0,0,0,1,0,23,23,169.0,63.0
Macías,José Díaz Macías,20/11/1946,Madrid,Madrid,España,2,2,1,0,1,1,0,1,147,0,0,0,0,0,0,26,26,175.0,70.0
Ricardo,Ricardo López Felipe,30/12/1971,Madrid,Madrid,España,2,0,0,2,0,1,1,0,55,0,0,0,1,0,0,29,30,188.0,87.0
Morollón,Emilio Morollón Estébanez,23/07/1937,Madrid,Madrid,España,2,2,2,0,0,0,2,0,180,0,0,0,0,0,0,25,25,172.0,68.0
García Remón,Mariano García Remón,30/09/1950,Madrid,Madrid,España,2,1,1,1,0,0,1,1,134,0,0,0,1,0,0,22,23,181.0,76.0
Migueli,Miguel Ramos Vargas,12/12/1942,Málaga,Málaga,España,2,0,0,2,0,1,1,0,47,0,0,0,0,0,0,29,30,167.0,68.0
Ramoní,Ramón Martínez Pérez,06/02/1929,Melilla,Melilla,España,2,2,2,0,0,0,1,1,180,0,0,0,0,0,0,23,23,175.0,74.0
Javi García,Francisco Javier García Fernández,08/02/1987,Mula,Murcia,España,2,1,0,1,1,1,1,0,101,0,0,0,0,0,0,25,26,178.0,71.0
De Andrés,Miguel de Andrés Barace,08/10/1957,Ochagavía,Navarra,España,2,1,0,1,1,1,0,1,66,0,0,0,0,0,0,26,26,178.0,75.0
Mestre,Manuel Mestre Torres,07/01/1935,Oliva,Valencia,España,2,2,2,0,0,2,0,0,180,0,0,0,0,0,0,24,26,171.0,70.0
Oli,Oliverio Jesús Álvarez González,02/04/1972,Oviedo,Asturias,España,2,1,1,1,0,2,0,0,93,1,0,0,0,0,0,25,25,175.0,72.0
Muniain,Iker Muniain Goñi,19/12/1992,Pamplona,Navarra,España,2,0,0,2,0,2,0,0,49,0,0,0,0,0,0,19,26,170.0,66.0
Melo,Francisco Delgado Melo,13/11/1943,Plasencia,Cáceres,España,2,1,1,1,0,2,0,0,95,0,0,0,0,0,0,26,26,173.0,74.0
Mesa,Manuel Mesa Quirós,26/12/1952,San Roque,Cádiz,España,2,2,1,0,1,0,1,1,97,1,0,0,0,0,0,26,27,174.0,68.0
Pau López,Pau López Sabata,13/12/1994,Sant Gregori,Girona,España,2,1,1,1,0,2,0,0,106,0,0,0,0,0,0,23,24,188.0,72.0
Marquitos,Marcos Alonso Imaz,16/04/1933,Santander,Cantabria,España,2,2,2,0,0,0,0,2,180,0,0,0,0,0,0,21,27,182.0,80.0
Juan Carlos,Juan Carlos Pérez López,14/02/1945,Santander,Cantabria,España,2,1,0,1,1,0,0,2,117,0,0,0,0,0,0,28,28,174.0,71.0
García Soriano,Juan Antonio García Soriano,06/04/1948,Santisteban del Puerto,Jaén,España,2,0,0,2,0,1,1,0,51,0,0,0,0,0,0,26,26,172.0,69.0
Ferreira,Francisco Ferreira Colmenero,22/05/1967,Saucelle,Salamanca,España,2,0,0,2,0,1,0,1,48,0,0,0,0,0,0,21,22,180.0,77.0
Adrián López,Adrián López Álvarez,08/01/1988,Teverga,Asturias,España,2,0,0,2,0,2,0,0,78,1,0,0,0,0,0,24,24,180.0,76.0
Enrique Martín,Enrique Martín Monreal Lizarraga,09/03/1956,Tiebas-Muruarte de Reta,Navarra,España,2,0,0,2,0,1,1,0,20,0,0,0,0,0,0,26,26,178.0,69.0
Guzmán,Antonio Guzmán Núñez,02/12/1953,Torrejón de Ardoz,Madrid,España,2,1,1,1,0,0,2,0,100,0,0,0,0,0,0,24,24,174.0,72.0
Carrete,José Carrete de Julián,05/04/1951,Turón,Asturias,España,2,2,2,0,0,2,0,0,180,0,0,0,0,0,0,26,27,167.0,66.0
Alvarito,Álvaro Rodríguez Ros,16/07/1936,Ujo,Asturias,España,2,2,2,0,0,1,0,1,180,0,0,0,0,0,0,23,24,180.0,77.0
Farinós,Francisco Javier Farinós Zapata,29/03/1978,València,Valencia,España,2,1,0,1,1,1,0,1,90,0,0,0,0,0,0,21,22,172.0,68.0
Nando,Fernando Martínez Perales,31/05/1967,València,Valencia,España,2,1,0,1,1,0,1,1,76,0,0,0,0,0,0,21,25,172.0,72.0
Pepín,José Casas Gris,16/11/1931,València,Valencia,España,2,2,2,0,0,1,0,1,180,0,0,0,2,0,0,31,32,170.0,72.0
Abel Resino,Abel Resino Gómez,02/02/1960,Velada,Toledo,España,2,0,0,2,0,0,0,2,51,0,0,0,3,0,0,31,31,181.0,78.0
Oubiña,Borja Oubiña Meléndez,17/05/1982,Vigo,Pontevedra,España,2,0,0,2,0,1,0,1,66,0,0,0,0,0,0,24,24,178.0,75.0
Cuéllar,Ángel Manuel Cuéllar Llanos,13/09/1972,Villafranca de los Barros,Badajoz,España,2,0,0,2,0,1,1,0,88,0,0,0,0,0,0,22,22,170.0,70.0
Moreno,Tomás Hernández Burillo,19/02/1930,Zaragoza,Zaragoza,España,2,2,2,0,0,1,0,1,180,0,0,0,0,0,0,23,23,166.0,63.0
Argote,Estanislao Argote Salaberría,21/10/1956,Zarautz,Gipuzkoa,España,2,2,1,0,1,1,0,1,136,0,0,0,0,0,0,22,22,180.0,78.0
Raúl García,Raúl García Escudero,11/07/1986,Zizur Nagusia,Navarra,España,2,2,0,0,2,0,0,2,128,0,0,0,0,1,0,28,28,184.0,83.0
Ramón,Ramón Vázquez García,14/02/1964,Alcalá de Guadaíra,Sevilla,España,3,1,1,2,0,1,1,1,156,1,0,0,0,0,0,22,24,183.0,75.0
Mario Suárez,Mario Suárez Mata,24/02/1987,Alcobendas,Madrid,España,3,2,1,1,1,2,0,1,179,0,0,0,0,1,0,25,28,185.0,80.0
Hita,Juan López Hita,05/09/1944,Algeciras,Cádiz,España,3,1,1,2,0,2,1,0,178,0,0,0,0,0,0,26,27,167.0,66.0
Biosca,Antonio Biosca Pérez,08/12/1948,Almería,Almería,España,3,2,2,1,0,2,1,0,219,0,0,0,0,0,0,29,29,173.0,73.0
De la Red,Rubén de la Red Gutiérrez,05/06/1985,Arroyomolinos,Madrid,España,3,1,1,2,0,3,0,0,156,1,0,0,0,0,0,22,23,186.0,80.0
Güerri,Francisco Güerri Ballarín,13/04/1959,Benasque,Huesca,España,3,2,1,1,1,1,1,1,201,0,0,0,0,0,0,24,24,176.0,74.0
Rufete,Francisco Joaquín Pérez Rufete,20/11/1976,Benejúzar,Alicante,España,3,0,0,3,0,1,1,1,100,0,0,0,0,0,0,23,23,178.0,72.0
Pichi Alonso,Àngel Alonso Herrera,17/12/1954,Benicarló,Castellón,España,3,0,0,3,0,0,1,2,132,0,0,0,0,0,0,24,25,178.0,69.0
Orúe,José María Orúe Aranguren,17/03/1931,Bilbao,Bizkaia,España,3,3,3,0,0,1,2,0,270,0,0,0,0,0,0,22,25,171.0,67.0
Belauste,José María Isidro Luis Antonio Belausteguigoitia Landaluce,15/05/1889,Bilbao,Bizkaia,España,3,3,3,0,0,3,0,0,270,1,0,0,0,0,0,31,31,193.0,95.0
Iñaki Sáez,José Ignacio Sáez Ruiz,23/04/1943,Bilbao,Bizkaia,España,3,3,3,0,0,0,1,2,270,0,0,0,0,0,0,24,25,170.0,68.0
Doménech,Manuel Doménech Pinto,04/12/1925,Castelló de la Plana,Castellón,España,3,3,2,0,1,1,1,1,228,0,0,0,0,0,0,29,29,174.0,71.0
Heredia,Juan Carlos Heredia Araya,01/05/1952,Córdoba,Córdoba,Argentina,3,3,1,0,2,2,0,1,212,0,0,0,0,0,0,26,27,178.0,84.0
Alkiza,Bittor Alkiza Fernández,26/10/1970,Donostia/San Sebastián,Gipuzkoa,España,3,3,2,0,1,2,1,0,226,1,0,0,0,1,0,27,28,172.0,70.0
Arieta,Eneko Arieta-Araunabeña Piedra,21/08/1933,Durango,Bizkaia,España,3,3,3,0,0,1,0,2,270,2,0,0,0,0,0,21,22,175.0,74.0
Montero,Enrique Montero Rodríguez,28/12/1954,El Puerto de Santa María,Cádiz,España,3,1,0,2,1,2,1,0,134,0,0,0,0,0,0,25,26,179.0,74.0
Zaldúa,José Antonio Zaldúa Urdanavia,15/12/1941,Elizondo,Navarra,España,3,3,3,0,0,1,1,1,270,0,0,0,0,0,0,19,21,173.0,68.0
Jauregui,José María Jáuregui Lagunas,15/03/1896,Getxo,Bizkaia,España,3,3,3,0,0,1,1,1,300,0,0,0,9,0,0,32,32,171.0,72.0
Pasieguito,Bernardino Pérez Elizarán,21/05/1925,Hernani,Gipuzkoa,España,3,3,3,0,0,1,1,1,300,0,0,0,0,0,0,28,28,178.0,77.0
Benítez,Antonio Benítez Fernández,02/06/1951,Jerez de la Frontera,Cádiz,España,3,3,0,0,3,2,1,0,200,0,0,0,0,0,0,23,26,170.0,71.0
Toni,Antonio Jiménez Sistachs,12/10/1970,La Garriga,Barcelona,España,3,1,1,2,0,2,1,0,109,0,0,0,0,0,0,28,28,181.0,80.0
Felipe,Juan Felipe Martín Martín,04/02/1954,La Orotava,Santa Cruz de Tenerife,España,3,1,1,2,0,1,1,1,130,0,0,0,0,0,0,24,25,176.0,71.0
García Calvo,José Antonio García Calvo,01/04/1975,Madrid,Madrid,España,3,3,3,0,0,1,2,0,270,0,0,0,0,1,0,27,27,185.0,78.0
Callejo,Alberto Callejo Román,08/04/1932,Madrid,Madrid,España,3,3,3,0,0,1,1,1,270,0,0,0,0,0,0,25,26,180.0,74.0
Quique Estebaranz,Juan Enrique Estebaranz López,06/10/1965,Madrid,Madrid,España,3,0,0,3,0,3,0,0,76,0,0,0,0,0,0,27,27,172.0,73.0
Escudero,Adrián Escudero García,24/10/1927,Madrid,Madrid,España,3,3,3,0,0,0,1,2,300,1,0,0,0,0,0,25,28,181.0,79.0
Lardín,Jordi Lardín Cruz,04/06/1973,Manresa,Barcelona,España,3,1,1,2,0,1,1,1,132,0,0,0,0,0,0,24,25,175.0,64.0
Clos,Francisco Javier Clos Orozco,08/08/1960,Mataró,Barcelona,España,3,2,1,1,1,1,1,1,194,1,0,0,0,1,0,24,24,182.0,80.0
Castellanos,Ángel Castellanos Céspedes,15/11/1952,Miguelturra,Ciudad Real,España,3,3,3,0,0,2,1,0,270,0,0,0,0,0,0,21,22,180.0,78.0
Illarramendi,Asier Illarramendi Andonegi,08/03/1990,Mutriku,Gipuzkoa,España,3,2,2,1,0,1,2,0,225,1,0,0,0,1,0,27,27,179.0,76.0
Mario Gaspar,Mario Gaspar Pérez Martínez,24/11/1990,Novelda,Alicante,España,3,3,3,0,0,2,1,0,270,2,0,0,0,0,0,24,25,175.0,70.0
Catanha,Henrique Guedes da Silva,06/03/1972,Recife,Extranjero,Brasil,3,0,0,3,0,1,1,1,93,0,0,0,0,1,0,28,28,175.0,73.0
Gabri,Gabriel Francisco Garcia de la Torre,10/02/1979,Sallent,Barcelona,España,3,1,0,2,1,3,0,0,151,0,0,0,0,0,0,24,25,174.0,73.0
Martín Domínguez,José Antonio Martín Domínguez,04/04/1964,Sant Joan Despí,Barcelona,España,3,1,0,2,1,0,1,2,156,0,0,0,0,0,0,26,27,173.0,67.0
Aguilar,Francisco Javier Aguilar García,26/03/1949,Santander,Cantabria,España,3,2,2,1,0,1,1,1,224,1,0,0,0,0,0,22,24,172.0,67.0
Quique Setién,Enrique Setién Solar,27/09/1958,Santander,Cantabria,España,3,2,1,1,1,2,1,0,206,0,0,0,0,0,0,27,27,183.0,76.0
Guillamón,Fernando Guillamón Rodríguez,05/06/1927,Sevilla,Sevilla,España,3,3,3,0,0,1,1,1,270,0,0,0,0,0,0,28,28,174.0,74.0
Villa,Juan Manuel Villa Gutiérrez,26/09/1938,Sevilla,Sevilla,España,3,3,3,0,0,2,0,1,270,0,0,0,0,0,0,25,26,180.0,73.0
Marcet,Francisco Javier Marcet Mundo,26/11/1928,Terrassa,Barcelona,España,3,3,2,0,1,1,1,1,226,2,0,0,0,0,0,22,24,177.0,80.0
Milla,Luis Milla Aspas,12/03/1966,Teruel,Teruel,España,3,2,1,1,1,3,0,0,190,0,0,0,0,0,0,23,23,173.0,69.0
Esteban Vigo,Esteban Vigo Benítez,17/01/1955,Vélez-Málaga,Málaga,España,3,2,1,1,1,2,1,0,159,0,0,0,0,0,0,26,26,171.0,73.0
Jonny Otto,Jonathan Castro Otto,03/03/1994,Vigo,Pontevedra,España,3,2,1,1,1,2,0,1,167,0,0,0,0,1,0,24,24,175.0,70.0
Uralde,Pedro Uralde Hernáez,02/03/1958,Vitoria-Gasteiz,Araba/Álava,España,3,1,1,2,0,1,2,0,123,0,0,0,0,0,0,24,28,177.0,72.0
Bonet,Francisco Bonet Serrano,27/06/1959,Almuñécar,Granada,España,4,4,3,0,1,3,1,0,328,0,0,0,0,2,0,23,23,183.0,78.0
López Rekarte,Luis María López Rekarte,26/03/1962,Arrasate,Gipuzkoa,España,4,4,3,0,1,0,2,2,311,0,0,0,0,0,0,25,26,175.0,73.0
Kortabarría,Ignacio Kortabarría Abarrategi,31/07/1950,Arrasate,Gipuzkoa,España,4,2,1,2,1,2,1,1,253,0,0,0,0,0,0,25,26,180.0,68.0
Alconero,Pedro Alconero Artagoitia,03/09/1919,Barakaldo,Bizkaia,España,4,4,4,0,0,2,2,0,360,0,0,0,0,0,0,28,29,168.0,71.0
Celades,Albert Celades López,29/09/1975,Barcelona,Barcelona,España,4,1,1,3,0,2,1,1,165,0,0,0,0,0,0,22,24,177.0,75.0
Rifé,Joaquim Rifé Climent,04/02/1942,Barcelona,Barcelona,España,4,4,4,0,0,2,1,1,360,1,0,0,0,0,0,26,28,173.0,75.0
Rojo,Juan Carlos Pérez Rojo,17/11/1959,Barcelona,Barcelona,España,4,3,3,1,0,2,1,1,290,0,0,0,0,0,0,25,25,174.0,71.0
Bellerín,Héctor Bellerín Moruno,19/03/1995,Barcelona,Barcelona,España,4,3,3,1,0,2,1,1,315,0,0,0,0,0,0,21,25,177.0,74.0
Ansu Fati,Anssumane Fati Vieira,31/10/2002,Bisáu,Extranjero,Guinea-Bisáu,4,3,1,1,2,2,1,1,250,1,0,0,0,0,0,17,17,178.0,66.0
Puskás,Ferenc Purczeld Bíró,02/04/1927,Budapest,Extranjero,Hungría,4,4,4,0,0,2,0,2,360,0,0,0,0,0,0,34,35,172.0,75.0
Canós,Juan Manuel Canós Ferrer,01/01/1944,Burriana,Castellón,España,4,4,4,0,0,1,1,2,360,0,0,0,0,0,0,24,24,168.0,64.0
Juan José,Juan José Jiménez Collar,29/07/1957,Cádiz,Cádiz,España,4,4,4,0,0,3,1,0,360,0,0,0,0,1,0,25,25,177.0,73.0
Capi,Jesús Capitán Prada,26/03/1977,Camas,Sevilla,España,4,1,1,3,0,2,1,1,169,0,0,0,0,0,0,25,25,182.0,75.0
Jesús Martínez,Jesús Martínez Rivadeneira,07/12/1947,Cangas de Foz,Lugo,España,4,4,2,0,2,2,1,1,273,0,0,0,0,0,0,25,26,178.0,78.0
